street,house,repressed,longitude,latitude,distance from Kremlin
Остоженка  ул.,д.3,1,37.601942,55.743811,1.3142445623
Остоженка  ул.,д.5,4,37.601385,55.743284,1.38012358302
Остоженка  ул.,д.6,1,37.600603,55.743304,1.41382648462
Остоженка  ул.,д.7,7,37.600702,55.742666,1.45895896624
Остоженка  ул.,д.8,4,37.600208,55.742853,1.4663146825
Остоженка  ул.,д.10,3,37.599894,55.742595,1.50039517769
Остоженка  ул.,д.14,2,37.599103,55.741835,1.59504024964
Остоженка  ул.,д.22,1,37.597684,55.741135,1.7128794859
Остоженка  ул.,д.23,1,37.597836,55.740522,1.75512596436
Остоженка  ул.,д.32,1,37.595671,55.739757,1.91039727571
Остоженка  ул.,д.35,3,37.596148,55.738723,1.97410366286
Остоженка  ул.,д.38,1,37.594845,55.738738,2.02790105638
Остоженка  ул.,д.40,2,37.595007,55.737943,2.08639160733
Остоженка  ул.,д.41,5,37.596507,55.738145,2.00818350131
Остоженка  ул.,д.42,1,37.594854,55.737573,2.12367064822
Остоженка  ул.,д.43,1,37.596552,55.737522,2.06009043677
Остоженка  ул.,д.44,2,37.594854,55.737573,2.12367064822
Остоженка  ул.,д.51,1,37.595582,55.737339,2.11413466764
Остоженка  ул.,д.53,1,37.596103,55.735337,2.27130511245
Островский  пер.,д.8,1,,,
Островский  пер.,д.14,1,,,
Островский  пер.,д.18,1,,,
Островский 1-й пер.,д.8,1,,,
Островский 2-й пер.,д.7,1,,,
Остроумовская Б. ул.,д.4,1,37.690129,55.795550,6.65730852502
Остроумовская Б. ул.,д.12,1,37.688863,55.796243,6.65989216896
Остроумовская Б. ул.,д.15,1,37.687300,55.794821,6.47735414439
Оболенский  пер.,д.9,5,37.579547,55.731085,3.30598545415
Оболенский  пер.,д.9а,2,37.579547,55.731085,3.30598545415
Образцова  ул.,д.12,1,37.609532,55.787538,3.97867347083
Образцова  ул.,д.15,3,37.609038,55.787918,4.02437274363
Образцова  ул.,д.17,5,37.608796,55.788474,4.08760907235
Образцова  ул.,д.19,1,37.609290,55.790246,4.27950950843
Образцова  ул.,д.20,1,37.610386,55.788834,4.11603401933
Образцова  ул.,д.21,1,37.608823,55.790752,4.3387888391
Образцова  ул.,д.24,1,37.610754,55.789618,4.20054214888
Образцова  ул.,д.28,1,37.610116,55.790297,4.27958538308
Образцова  ул.,д.33,1,37.609335,55.792225,4.4979020737
Образцова  ул.,д.38,1,37.610071,55.792108,4.48023679345
Образцова  ул.,д.40,1,37.610071,55.792108,4.48023679345
Образцова  ул.,д.44,2,37.610071,55.792108,4.48023679345
Обуха  пер.,д.6,1,37.653864,55.752420,2.30299258743
Обуха  пер.,д.8,1,37.653855,55.751670,2.30230663
Обыденский 1-й пер.,д.1,1,37.603280,55.742620,1.35451322099
Обыденский 1-й пер.,д.9,1,37.602139,55.742950,1.37396436918
Обыденский 1-й пер.,д.12,1,37.602840,55.743122,1.33024298858
Обыденский 2-й пер.,д.3,2,37.604421,55.741551,1.40673285864
Обыденский 2-й пер.,д.12,4,37.601627,55.742985,1.39314799522
Обыденский 2-й пер.,д.15,1,37.600702,55.742666,1.45895896624
Обыденский 3-й пер.,д.1,1,37.604502,55.742265,1.33885778003
Обыденский 3-й пер.,д.4,1,37.604035,55.742813,1.30806346911
Обыденский 3-й пер.,д.31,1,,,
Овражная  ул.,д.7,1,37.377543,55.714678,15.5600881002
Овражная  ул.,д.32,1,37.377543,55.714678,15.5600881002
Овражная  ул.,д.33,1,37.377543,55.714678,15.5600881002
Овражный  пер.,д.29,1,,,
Овражный 2-й пер.,д.5,1,,,
Овчинниковская  наб.,д.6,2,37.627912,55.745681,0.977543304446
Овчинниковский Б. пер.,д.1,1,37.628379,55.744759,1.07280460998
Овчинниковский Б. пер.,д.2,1,37.632089,55.743831,1.30788156842
Овчинниковский Б. пер.,д.12,17,37.631397,55.744044,1.26035310225
Овчинниковский Б. пер.,д.16,1,37.630122,55.744475,1.17010689218
Овчинниковский Б. пер.,д.26,1,37.628801,55.744536,1.10887001539
Овчинниковский М. пер.,д.1,1,37.630194,55.745255,1.11297941776
Огородная Слобода  пер.,д.2,1,37.641018,55.765134,2.09170294263
Огородная Слобода  пер.,д.3,1,37.640192,55.765200,2.06021471434
Огородная Слобода  пер.,д.5,1,37.640991,55.765559,2.1237489646
Огородная Слобода  пер.,д.7,1,37.642968,55.766030,2.2486474752
Огородная Слобода  пер.,д.10,1,37.642950,55.765706,2.2230045841
Огородная Слобода  пер.,д.12,8,37.643624,55.765549,2.24215024369
Огородный 1-й пер.,д.6,2,,,
Озерковская  наб.,д.22,1,37.636644,55.740375,1.78170874061
Озерковская  наб.,д.44,2,37.639222,55.736377,2.22348754586
Озерковская  наб.,д.48,4,37.639617,55.735515,2.31419808593
Озерковский  пер.,д.5,1,37.636374,55.740694,1.74437312567
Октябрьская  ул.,д.2,1,37.614222,55.784562,3.6241065378
Октябрьская  ул.,д.4,7,37.614707,55.785210,3.69473798768
Октябрьская  ул.,д.7,2,37.613557,55.785984,3.78422924555
Октябрьская  ул.,д.15,2,37.612874,55.786809,3.87846982273
Октябрьская  ул.,д.17,1,37.613072,55.787487,3.95288776266
Октябрьская  ул.,д.18,1,37.613988,55.787330,3.93224122132
Октябрьская  ул.,д.28,2,37.614150,55.788996,4.11681735081
Октябрьская  ул.,д.37,1,37.612838,55.790297,4.26564817485
Октябрьская  ул.,д.38,4,37.613772,55.790342,4.2674206395
Октябрьская  ул.,д.64,1,37.613422,55.797569,5.07117285377
Октябрьская  ул.,д.90,2,37.613674,55.799876,5.32680070078
Октябрьский  пр.,д.3,1,37.741621,55.901839,18.3870268717
Октябрьский  пр.,д.3а,1,37.741621,55.901839,18.3870268717
Октябрьский  пр.,д.26,1,37.868041,55.689786,17.1732327591
Октябрьского Поля  пр.,д.5,1,37.493605,55.793505,8.99553047238
Октябрьского Поля  пр.,д.34,1,37.493605,55.793505,8.99553047238
Октябрьского Поля  пр.,д.100,1,37.493605,55.793505,8.99553047238
Олений Вал  ул.,д.4,2,,,
Олений Вал  ул.,д.10,1,,,
Олений Вал  ул.,д.12,1,37.693031,55.800074,7.15072338449
Олений Вал  ул.,д.20,4,37.693031,55.800074,7.15072338449
Олений Вал  ул.,д.22,1,37.693031,55.800074,7.15072338449
Олений Вал  ул.,д.24,1,37.692636,55.799821,7.11329544599
Олений М. просп.,д.22,1,,,
Оленья  ул.,д.7,1,37.688099,55.803767,7.27004684485
Оленья Б. ул.,д.12,1,37.698861,55.809292,8.16888749759
Оленья Б. ул.,д.14,1,37.698861,55.809292,8.16888749759
Оленья Б. ул.,д.17,1,37.690399,55.809373,7.85574712582
Оленья Б. ул.,д.28,1,37.689788,55.811695,8.04506648068
Олсуфьевский  пер.,д.1,3,37.580858,55.731921,3.18225847317
Олсуфьевский  пер.,д.2,1,37.581343,55.732180,3.14041564983
Олсуфьевский  пер.,д.7,1,37.579654,55.732874,3.16413922261
Олсуфьевский  пер.,д.9,4,37.579439,55.732981,3.16614702828
Ольховская  ул.,д.4б,1,37.665372,55.773429,3.84767822806
Ольховская  ул.,д.9,1,37.664770,55.773581,3.8287326114
Ольховская  ул.,д.16,1,37.670851,55.775722,4.27465135072
Ольховская  ул.,д.21,5,37.667842,55.774730,4.05858673719
Ольховская  ул.,д.23,1,37.667842,55.774730,4.05858673719
Ольховская  ул.,д.25,2,37.668561,55.775702,4.16142343552
Ольховская  ул.,д.27,1,37.669306,55.775510,4.18424396411
Ольховская  ул.,д.31,1,37.671624,55.776867,4.39177311375
Ольховская  ул.,д.33,1,37.671624,55.776867,4.39177311375
Ольховская  ул.,д.45,1,37.673025,55.777697,4.51796876767
Ольховский  пер.,д.2,1,37.663000,55.774507,3.80984755326
Ольховский  туп.,д.17,1,37.661284,55.772527,3.58564101576
Онежская  ул.,д.2,1,37.522890,55.843778,11.7804270644
Онежская  ул.,д.6,4,37.522153,55.844450,11.8681455926
Онежская  ул.,д.8,2,37.522234,55.846785,12.0911457094
Онежская  ул.,дом паровозного депо,1,,,
Ордынка Б. ул.,д.3,1,37.625100,55.745291,0.900351511676
Ордынка Б. ул.,д.4,1,37.624400,55.744830,0.92072259781
Ордынка Б. ул.,д.7,2,37.624957,55.744627,0.957852115042
Ордынка Б. ул.,д.9,3,37.625082,55.744404,0.983153025882
Ордынка Б. ул.,д.13,2,37.625100,55.744135,1.00955727482
Ордынка Б. ул.,д.14,1,37.623708,55.742904,1.09437498256
Ордынка Б. ул.,д.16,1,37.624588,55.742681,1.1389832744
Ордынка Б. ул.,д.17,9,37.625792,55.742570,1.18306260916
Ордынка Б. ул.,д.18,1,37.624714,55.741820,1.22985505605
Ордынка Б. ул.,д.21,3,37.625711,55.741363,1.30149136272
Ордынка Б. ул.,д.24,3,37.622971,55.739884,1.39792606202
Ордынка Б. ул.,д.29,2,37.624822,55.738505,1.57803637455
Ордынка Б. ул.,д.31,3,37.624822,55.738505,1.57803637455
Ордынка Б. ул.,д.32,2,37.624139,55.738617,1.55347771071
Ордынка Б. ул.,д.33,1,37.624696,55.737416,1.69142912789
Ордынка Б. ул.,д.45,1,37.624624,55.734942,1.95579189948
Ордынка Б. ул.,д.47,1,37.624687,55.734222,2.03449059728
Ордынка Б. ул.,д.48,1,37.624067,55.735160,1.92404419834
Ордынка Б. ул.,д.51,1,37.624687,55.733685,2.09258667492
Ордынка Б. ул.,д.53,2,37.624597,55.733422,2.11981311701
Ордынка Б. ул.,д.55,1,37.624543,55.732976,2.16746190762
Ордынка Б. ул.,д.61,1,37.624471,55.732134,2.25804359622
Ордынка Б. ул.,д.64,1,37.623914,55.732296,2.23346662965
Ордынка Б. ул.,д.67,2,37.624409,55.731141,2.36546359958
Ордынка М. ул.,д.5,2,37.626115,55.739909,1.45972728981
Ордынка М. ул.,д.6,1,37.625217,55.739493,1.48220709101
Ордынка М. ул.,д.13,3,37.626439,55.737912,1.67363032563
Ордынка М. ул.,д.22,1,37.625289,55.736463,1.80357584519
Ордынка М. ул.,д.24,1,37.625199,55.735469,1.90826327687
Ордынка М. ул.,д.36,2,37.625370,55.733863,2.08356667514
Ордынский  туп.,д.4,1,37.623241,55.741222,1.26012644345
Ордынский  туп.,д.5,1,37.622441,55.741206,1.2474032727
Ордынский  туп.,д.6,1,37.622899,55.741156,1.260753647
Ордынский Б. пер.,д.3а,2,37.626385,55.734567,2.02522205652
Ордынский Б. пер.,д.5,1,37.625900,55.734425,2.03188105485
Орликов  пер.,д.2,1,37.647298,55.770228,2.77143212935
Орликов  пер.,д.3,1,37.647630,55.771023,2.85056917349
Орликов  пер.,д.6,1,37.648753,55.770942,2.89159935698
Орликов  пер.,д.17,1,37.651331,55.772218,3.10550527631
Орлово-Давыдовский  пер.,д.2,11,37.637021,55.783043,3.66958113323
Орлово-Давыдовский  пер.,д.6,1,37.639985,55.783251,3.7580775355
Орлово-Давыдовский  пер.,д.17,1,,,
Орловский  пер.,д.9,1,37.625837,55.785275,3.73944832555
Орловский  пер.,д.10,1,37.625837,55.785275,3.73944832555
Орловский  пер.,д.11,1,37.625837,55.785275,3.73944832555
Оружейный  пер.,д.1,1,37.596929,55.770730,2.43331673865
Оружейный  пер.,д.4,1,37.596929,55.770730,2.43331673865
Оружейный  пер.,д.18,1,37.600648,55.772178,2.46679080545
Оружейный  пер.,д.27,1,37.602112,55.773115,2.52654397547
Оружейный  пер.,д.41,2,37.607080,55.773515,2.47166250172
Оружейный  пер.,д.43,1,37.607080,55.773515,2.47166250172
Останкинская  ул.,д.20,1,37.625172,55.823773,7.99585747389
Останкинская 1-я ул.,д.10,3,37.625172,55.823773,7.99585747389
Останкинская 1-я ул.,д.35,8,37.627364,55.824551,8.09194076971
Останкинская 1-я ул.,д.41,2,37.629825,55.824101,8.05583717478
Останкинская 1-я ул.,д.59,2,37.635404,55.823540,8.03606284433
Останкинская 3-я ул.,д.23,1,37.626017,55.825502,8.19117389484
Останкинский Студгородок,д.6,2,,,
Останкинский Студгородок,д.25,1,,,
Останкинский 5-й пр.,д.42,1,,,
Остаповское  ш.,д.17,1,,,
Остаповское  ш.,д.22,1,,,
Остаповское  ш.,д.82,1,,,
Остаповское  ш.,д.86,1,,,
Осташковское  ш.,д.2,1,37.657511,55.934250,20.4209620736
Осташковское  ш.,д.3,1,37.657511,55.934250,20.4209620736
Осташковское  ш.,д.23б,1,37.657511,55.934250,20.4209620736
Осташковское  ш.,д.42,1,37.657511,55.934250,20.4209620736
Осташковское  ш.,д.56,1,37.657511,55.934250,20.4209620736
Осташковское  ш.,д.60,1,37.657511,55.934250,20.4209620736
Осташковское  ш.,д.68,1,37.657511,55.934250,20.4209620736
Остоженка  ул.,д.3,1,37.601942,55.743811,1.3142445623
Остоженка  ул.,д.5,4,37.601385,55.743284,1.38012358302
Остоженка  ул.,д.6,1,37.600603,55.743304,1.41382648462
Остоженка  ул.,д.7,7,37.600702,55.742666,1.45895896624
Остоженка  ул.,д.8,4,37.600208,55.742853,1.4663146825
Остоженка  ул.,д.10,3,37.599894,55.742595,1.50039517769
Остоженка  ул.,д.14,2,37.599103,55.741835,1.59504024964
Остоженка  ул.,д.22,1,37.597684,55.741135,1.7128794859
Остоженка  ул.,д.23,1,37.597836,55.740522,1.75512596436
Остоженка  ул.,д.32,1,37.595671,55.739757,1.91039727571
Остоженка  ул.,д.35,3,37.596148,55.738723,1.97410366286
Остоженка  ул.,д.38,1,37.594845,55.738738,2.02790105638
Остоженка  ул.,д.40,2,37.595007,55.737943,2.08639160733
Остоженка  ул.,д.41,5,37.596507,55.738145,2.00818350131
Остоженка  ул.,д.42,1,37.594854,55.737573,2.12367064822
Остоженка  ул.,д.43,1,37.596552,55.737522,2.06009043677
Остоженка  ул.,д.44,2,37.594854,55.737573,2.12367064822
Остоженка  ул.,д.51,1,37.595582,55.737339,2.11413466764
Остоженка  ул.,д.53,1,37.596103,55.735337,2.27130511245
Островский  пер.,д.8,1,,,
Островский  пер.,д.14,1,,,
Островский  пер.,д.18,1,,,
Островский 1-й пер.,д.8,1,,,
Островский 2-й пер.,д.7,1,,,
Остроумовская Б. ул.,д.4,1,37.690129,55.795550,6.65730852502
Остроумовская Б. ул.,д.12,1,37.688863,55.796243,6.65989216896
Остроумовская Б. ул.,д.15,1,37.687300,55.794821,6.47735414439
Остроумовская М. ул.,д.1,3,37.691198,55.794102,6.58808608978
Остроумовская М. ул.,д.1б,1,37.691459,55.794715,6.64807415307
Остроумовская М. ул.,д.1в,1,37.691198,55.794102,6.58808608978
Остроумовская М. ул.,д.1г,1,37.690138,55.794325,6.55935543152
Открытая  ул.,д.2,1,,,
Открытая  ул.,д.44,3,,,
Открытая  ул.,д.48,1,,,
Отцовский  пр.,д.5,1,,,
Отцовский  пр.,д.7,2,,,
Охотничья  ул.,д.8,1,37.684694,55.795772,6.44735487863
Охотничья  ул.,д.10,2,37.685530,55.795899,6.49237839285
Охотничья  ул.,д.13,1,37.685889,55.794259,6.37164292377
Охотничья  ул.,д.14,1,37.685530,55.795899,6.49237839285
Охотнорядская  пл.,д.2,15,,,
Охотный Ряд  ул.,д.2,1,37.614886,55.758666,0.75272232301
Павелецкая  наб.,д.2,1,37.645896,55.715347,4.45826473734
Павелецкая  наб.,д.4,1,37.646705,55.713436,4.67325873374
Павла Андреева  ул.,д.12,2,37.624939,55.721731,3.40261737771
Павла Андреева  ул.,д.28,13,37.620016,55.721944,3.3481620905
Павловская  слобода,д.2,1,,,
Павловская  ул.,д.1,4,37.628262,55.719952,3.63279655336
Павловская  ул.,д.8,2,37.627077,55.718856,3.73930986975
Павловская  ул.,д.14,1,37.626196,55.712340,4.44785206163
Павловская  ул.,д.17,2,37.628146,55.718557,3.78378338813
Павловская  ул.,д.25,1,37.629502,55.713060,4.40032956522
Павловский 1-й пер.,д.11,2,37.632197,55.716569,4.05296294018
Павловский 2-й пер.,д.1,1,37.628190,55.718304,3.81194523939
Павловский 2-й пер.,д.2,1,37.629125,55.717523,3.90824267497
Павловский 2-й пер.,д.15,1,37.632466,55.717822,3.92173022274
Павловский 3-й пер.,д.14,1,37.630221,55.718344,3.83286123934
Палашевский Б. пер.,д.1,3,37.597046,55.763630,1.79980611992
Палашевский Б. пер.,д.3,3,37.597504,55.764161,1.82328860505
Палашевский Б. пер.,д.5,1,37.598393,55.764394,1.80609360963
Палашевский Б. пер.,д.9,1,37.599489,55.764658,1.78553156134
Палашевский Б. пер.,д.10,1,37.599121,55.764166,1.75739015461
Палашевский Б. пер.,д.12,1,37.599633,55.764409,1.75820154614
Палашевский Б. пер.,д.13,1,37.600190,55.764906,1.78097891994
Палашевский Б. пер.,д.14а,2,37.600064,55.764582,1.75686506943
Палашевский Б. пер.,д.16,1,37.600064,55.764582,1.75686506943
Палашевский Б. пер.,д.141а,1,,,
Палашевский М. пер.,д.2,2,37.601421,55.764617,1.70997347483
Палашевский М. пер.,д.4,4,37.602166,55.764967,1.71625686763
Палашевский М. пер.,д.7,2,37.602238,55.765549,1.76856564125
Палиха  ул.,д.1,1,37.597459,55.784369,3.80160257111
Палиха  ул.,д.2а,1,37.597998,55.784066,3.75889416452
Палиха  ул.,д.3,1,37.597908,55.784526,3.80919962067
Палиха  ул.,д.4,1,37.598842,55.783807,3.71505525143
Палиха  ул.,д.7,6,37.597944,55.785432,3.90425919313
Палиха  ул.,д.8,1,37.599696,55.783812,3.69954172962
Палиха  ул.,д.9,1,37.600343,55.785189,3.83492169316
Пальчиков  пер.,д.1,6,,,
Панкратьевский  пер.,д.4,2,37.633257,55.771682,2.41060015065
Панкратьевский  пер.,д.6,2,37.633257,55.771682,2.41060015065
Панкратьевский  пер.,д.7,1,37.633257,55.771682,2.41060015065
Панкратьевский  пер.,д.8,2,37.635880,55.771859,2.50135915208
Панкратьевский  пер.,д.10,1,37.635880,55.771859,2.50135915208
Панкратьевский  пер.,д.12,3,37.635880,55.771859,2.50135915208
Панская  ул.,д.13,1,,,
Панская  ул.,д.23,1,,,
Пантелеевская  ул.,д.10,1,37.645016,55.781418,3.70809586173
Пантелеевская  ул.,д.19,2,,,
Пантелеевская  ул.,д.20,1,37.644297,55.782441,3.78834737957
Пантелеевская  ул.,д.53,1,37.641899,55.786753,4.16385527752
Панфиловский  пер.,д.3,1,37.578190,55.750834,2.43650564317
Панфиловский  пер.,д.5,1,37.578172,55.751295,2.43540652617
Парковый 2-й пер.,д.13,1,,,
Парковый 2-й пер.,д.15,1,,,
Партийный  пер.,д.14,1,,,
Пасечная  ул.,д.1,2,37.547028,55.826736,9.39243589676
Патриарший Б. пер.,д.3,1,37.591449,55.762596,1.98885449478
Патриарший Б. пер.,д.4,1,37.591899,55.762470,1.95787690401
Патриарший Б. пер.,д.6,1,37.592285,55.762677,1.95239809234
Патриарший Б. пер.,д.8,7,37.592590,55.762860,1.94979877335
Патриарший Б. пер.,д.12,2,37.593381,55.763250,1.93883078671
Патриарший М. пер.,д.1,1,37.591737,55.762951,1.99814138086
Патриарший М. пер.,д.3,2,37.591737,55.762951,1.99814138086
Патриарший М. пер.,д.5,2,37.591288,55.763260,2.04136815114
Певческий  пер.,д.1,5,37.642249,55.751857,1.57580345983
Певческий  пер.,д.2,1,37.641719,55.751796,1.54272952554
Пеговский  пер.,д.3,1,,,
Первомайская  ул.,д.19а,1,37.779188,55.792554,11.0968806217
Первомайская  ул.,д.23,1,37.780401,55.792696,11.1726144505
Первомайская  ул.,д.27,1,37.781200,55.793551,11.2569002571
Первомайский  пр.,д.41,1,37.829683,55.799790,14.318937707
Первомайский  просп.,д.5,1,,,
Переведеновская Нов. ул.,д.2,1,37.681074,55.777682,4.91743568465
Переведеновская Нов. ул.,д.8,3,37.682260,55.778613,5.03807339394
Переведеновская Нов. ул.,д.12,1,37.684200,55.779899,5.22040702633
Переведеновская Нов. ул.,д.13,1,37.683158,55.779844,5.16445243854
Переведеновский  пер.,д.6,1,37.684596,55.776821,5.04549592336
Переведеновский  пер.,д.8,1,37.684748,55.777327,5.08437353309
Переведеновский  пер.,д.10,2,37.684748,55.777327,5.08437353309
Переведеновский  пер.,д.41,1,37.693345,55.781464,5.78734326073
Пересветов  пер.,д.4,1,37.660745,55.714394,4.99714179059
Переяславская Б. ул.,д.14,1,37.642042,55.784142,3.89957865041
Переяславская Б. ул.,д.18,1,37.641998,55.784465,3.93141827113
Переяславская Б. ул.,д.50,1,37.640902,55.787325,4.20039604122
Переяславская Б. ул.,д.65,1,,,
Переяславская М. ул.,д.9,2,37.636096,55.789593,4.34529869812
Переяславская М. ул.,д.21,1,,,
Переяславская М. ул.,д.24,1,,,
Переяславская М. ул.,д.30,1,,,
Переяславская М. ул.,д.34,1,,,
Переяславская М. ул.,д.40,1,,,
Переяславская Ср. ул.,д.12,1,37.638234,55.788024,4.21782859615
Переяславская Ср. ул.,д.13,1,37.638476,55.788712,4.29522288191
Переяславская Ср. ул.,д.27,1,37.641692,55.788930,4.38480573656
Переяславский 1-й пер.,д.18,2,,,
Переяславский 2-й пер.,д.7,1,37.636275,55.787204,4.09374063633
Переяславский 2-й пер.,д.10,1,37.636275,55.787204,4.09374063633
Переяславский 2-й пер.,д.28,1,,,
Перовский  пр.,д.29,1,37.709901,55.743700,5.88284836954
Перовский  пр.,д.35,1,37.709901,55.743700,5.88284836954
Перуновский  пер.,д.10,1,37.603586,55.783939,3.64925099073
Песочный  пер.,д.3,16,37.674705,55.790509,5.59666887017
Пестовский  пер.,д.3,1,37.659200,55.745311,2.73986345981
Пестовский  пер.,д.6,1,37.660458,55.745321,2.81541560814
Пестовский  пер.,д.9,1,37.659829,55.746552,2.74394822599
Пестовский  пер.,д.12,1,37.660009,55.746010,2.76885183885
Песчаная  ул.,д.4а,1,37.514958,55.802806,8.52534505559
Песчаная  ул.,д.8,1,37.514446,55.802619,8.53564256212
Песчаная  ул.,д.9,1,37.514787,55.801870,8.46488435674
Песчаная  ул.,д.10,1,37.512802,55.802467,8.60218687711
Песчаная  ул.,д.16,1,37.511284,55.802062,8.64533351228
Песчаная  ул.,д.24,1,37.773592,55.938788,22.9526899542
Песчаная  ул.,д.189,1,37.775631,55.942549,23.385175295
Песчаный 1-й пер.,д.21,1,,,
Песчаный 3-й пер.,д.3а,1,37.516620,55.793439,7.79056952489
Песчаный 3-й пер.,д.15,1,37.514464,55.793045,7.87427388346
Песчаный 3-й пер.,д.21,2,,,
Песчаный 4-й пер.,д.25а,2,,,
Песчаный 5-й пер.,д.3,1,,,
Песчаный 5-й пер.,д.28,1,,,
Песчаный Б. пер.,д.9,1,,,
Песчаный М. пер.,д.21,1,37.504852,55.804283,9.11223898793
Песчаный М. пер.,д.22,1,,,
Петроверигский  пер.,д.3,1,37.638189,55.756999,1.43331482176
Петроверигский  пер.,д.4,3,37.636347,55.756883,1.32245408812
Петроверигский  пер.,д.6,17,37.637075,55.756021,1.32898097043
Петроверигский  пер.,д.10,7,37.637874,55.756320,1.38730898587
Петровка  ул.,д.3,1,37.617527,55.761771,1.08586308462
Петровка  ул.,д.5,1,37.617527,55.761771,1.08586308462
Петровка  ул.,д.8,3,37.618578,55.762054,1.12093657611
Петровка  ул.,д.14,1,37.618354,55.763275,1.25529949529
Петровка  ул.,д.15,5,37.616719,55.764070,1.34130078887
Петровка  ул.,д.16,1,37.617806,55.763538,1.28279539717
Петровка  ул.,д.17,3,37.616485,55.764491,1.38841597276
Петровка  ул.,д.19,4,37.616000,55.765108,1.45807720375
Петровка  ул.,д.20,9,37.617294,55.764222,1.35809660519
Петровка  ул.,д.22,3,37.617114,55.764597,1.39972456834
Петровка  ул.,д.23,1,37.614671,55.765569,1.51524954124
Петровка  ул.,д.24,2,37.616782,55.764992,1.44375540697
Петровка  ул.,д.25,2,37.614473,55.766450,1.61395945954
Петровка  ул.,д.25а,3,37.614473,55.766450,1.61395945954
Петровка  ул.,д.26,16,37.616072,55.766071,1.56486682815
Петровка  ул.,д.30,1,37.614392,55.768127,1.80004867681
Петровка  ул.,д.50,1,,,
Петровка  ул.,д.76,1,,,
Петровские Линии  ул.,2-й дом Союзов,1,,,
Петровские Линии  ул.,д.1,2,37.617815,55.764237,1.36049247389
Петровские Линии  ул.,д.2,4,37.618165,55.763781,1.31078169163
Петровский  б-р,д.4,1,37.615165,55.767752,1.75459023993
Петровский  б-р,д.5,1,37.614006,55.768441,1.83717709845
Петровский  б-р,д.12,2,37.618569,55.767291,1.70187043733
Петровский  б-р,д.13,1,37.615524,55.768314,1.81560824979
Петровский  б-р,д.15,1,37.616054,55.768461,1.83048079064
Петровский  б-р,д.17,10,37.616988,55.768334,1.81526425139
Петровский  б-р,д.21,3,37.618722,55.768091,1.79122487426
Петровский  пер.,д.4,1,37.612829,55.765326,1.50435826409
Петровский  пер.,д.5,5,37.613278,55.767023,1.68624529378
Петровский  пер.,д.6,4,37.612829,55.765326,1.50435826409
Петровский  пер.,д.8,1,37.613251,55.765554,1.52496146155
Петровский  пер.,д.10,1,37.614365,55.765985,1.56324192557
Петровско-Разумовская  аллея,д.14,2,37.559703,55.794224,5.90825838823
Петровско-Разумовская  аллея,д.22,1,37.556406,55.797286,6.30404742787
Петровско-Разумовская  аллея,д.24а,1,37.554708,55.797873,6.42022985792
Петровско-Разумовский  пр.,д.30,1,37.562775,55.804486,6.75110643415
Петровско-Разумовский  пр.,д.60,1,,,
Петровско-Разумовский Ст. пр.,д.2а,1,,,
Петровско-Разумовский Ст. пр.,д.6,2,,,
Петровско-Разумовский Ст. пр.,д.13,1,,,
Петровско-Разумовское Ст. ш.,д.19,1,,,
Пехотная  ул.,д.16,1,37.483319,55.804536,10.2016234217
Пехотная  ул.,д.24,4,37.482178,55.803747,10.2105885689
Печатников  пер.,д.1,1,37.624948,55.767504,1.79209714372
Печатников  пер.,д.3,1,37.624948,55.767504,1.79209714372
Печатников  пер.,д.5,1,37.625460,55.767514,1.80223560415
Печатников  пер.,д.11,1,37.626735,55.767479,1.82339508857
Печатников  пер.,д.12,1,37.627310,55.767246,1.81138494477
Печатников  пер.,д.13,6,37.627319,55.767509,1.83896317258
Печатников  пер.,д.15а,1,37.627867,55.767555,1.85596144709
Печатников  пер.,д.16,1,37.628469,55.767347,1.84864222252
Печатников  пер.,д.18,3,37.629008,55.767377,1.86496917378
Печатников  пер.,д.21,3,37.630230,55.767661,1.92538184647
Печатников  пер.,д.22,3,37.630050,55.767387,1.89302833706
Пименовский  туп.,д.3,1,37.604241,55.777980,2.99726803112
Пименовский  туп.,д.5,1,37.604241,55.777980,2.99726803112
Пионерская  ул.,д.3,1,37.334603,55.820774,19.2447308964
Пионерская  ул.,д.25,1,37.463368,55.907985,19.8228744744
Пионерская Б. ул.,д.4,1,37.633895,55.729447,2.72089859043
Пионерская Б. ул.,д.11,1,37.634524,55.728712,2.81150419707
Пионерская Б. ул.,д.12,2,37.633185,55.728707,2.7805218978
Пионерская Б. ул.,д.21,1,37.634703,55.727491,2.94126832246
Пионерская Б. ул.,д.29,1,37.634604,55.726796,3.01077831812
Пионерская Б. ул.,д.40,1,37.634065,55.725519,3.13181117378
Пионерская М. ул.,д.4,1,37.635413,55.728672,2.83766152851
Пионерская М. ул.,д.19,1,37.636033,55.727988,2.92292625266
Пионерская М. ул.,д.29,1,37.635988,55.727242,2.9978082763
Пироговская Б. ул.,д.2,4,37.569557,55.732043,3.71124680867
Пироговская Б. ул.,д.5,1,37.581415,55.736012,2.85379540587
Пироговская Б. ул.,д.6,1,37.563386,55.729032,4.22133032231
Пироговская Б. ул.,д.12,1,37.563386,55.729032,4.22133032231
Пироговская Б. ул.,д.17,3,37.573438,55.732088,3.51642673529
Пироговская Б. ул.,д.19,1,37.571704,55.731455,3.6451048552
Пироговская Б. ул.,д.21,2,37.570078,55.731151,3.74578306202
Пироговская Б. ул.,д.25,1,37.568677,55.730193,3.88074334369
