street,house,repressed,longitude,latitude,distance from Kremlin
Зубовский  б-р,д.18,2,37.587883,55.738424,2.37038966106
Зубовский  б-р,д.22,2,37.587146,55.738769,2.38221363882
Зубовский  б-р,д.27,2,37.587703,55.736696,2.50551475191
Зубовский  пр.,д.1,1,37.588512,55.736356,2.49484167685
Зубовский  пр.,д.2,2,37.587928,55.735358,2.59902721735
Зубовский  пр.,д.3,2,37.588018,55.735936,2.54961001386
Зыковский Ст. пер.,д.4,1,,,
Ивановская  ул.,д.15,1,37.569234,55.821421,8.2774470285
Ивановская М. ул.,д.5,1,,,
Ивановский М. пер.,д.2,1,37.639940,55.754897,1.46675051596
Ивановский М. пер.,д.13,1,37.640839,55.753068,1.49210863251
Иваньковское  ш.,д.1,1,37.466395,55.818680,11.987946677
Иваньковское  ш.,д.111,1,,,
Игнатьевский  пер.,д.6,1,,,
Игральная  ул.,д.7,1,37.712345,55.815736,9.25755938749
Игральная  ул.,д.9,2,37.712345,55.815736,9.25755938749
Игральная  ул.,д.37б,1,,,
Извилистая  ул.,д.45,1,,,
Извозная 1-я ул.,д.23,3,,,
Извозная 1-я ул.,д.25,1,,,
Измайловская  ул.,д.7,1,37.716073,55.783969,7.14014229946
Измайловский Вал  ул.,д.30,1,37.717447,55.787123,7.39364838124
Измайловский  пр.,д.9,2,37.768121,55.797954,10.7398762061
Измайловский  пр.,д.11,1,37.765992,55.796132,10.5272021103
Измайловского Зверинца 2-я ул.,д.38,1,,,
Измайловское  ш.,д.4,1,37.720016,55.779474,7.12737202352
Измайловское  ш.,д.19,1,37.727122,55.779282,7.52281149225
Измайловское  ш.,д.24,1,37.726277,55.778573,7.44288667572
Измайловское  ш.,д.53,1,37.738018,55.780871,8.21844665553
Измайловское  ш.,д.62,1,37.740049,55.780664,8.32673944905
Измайловское  ш.,д.78а,1,,,
Измайловское  ш.,д.88,1,,,
Измайловское  ш.,д.102,1,,,
Изоляторный 2-й пер.,д.9,1,,,
Ильинка  ул.,д.3,1,37.624561,55.754644,0.552845210442
Ильинка  ул.,д.4,1,37.625064,55.754370,0.564993218752
Ильинка  ул.,д.5,2,37.624965,55.754983,0.594549324672
Ильинка  ул.,д.8,2,37.626663,55.755029,0.687884975447
Ильинка  ул.,д.15,1,37.628325,55.756275,0.849179871492
Ильичевский  пр.,д.5,1,,,
Институтский  пер.,д.10,2,37.611994,55.785250,3.70983732864
Институтский  пер.,д.28,1,37.791926,55.929359,22.5406587084
Институтский  пер.,д.36,1,37.791926,55.929359,22.5406587084
Институтский  пер.,д.38,1,37.791926,55.929359,22.5406587084
Ионинская  ул.,д.4,1,37.718462,55.766375,6.54181751635
Исаевский 1-й пер.,д.8,1,,,
Исаевский 1-й пер.,д.11,1,,,
Исаевский 2-й пер.,д.20,1,,,
Истоминский  пр.,д.15,1,,,
Кабельная 1-я ул.,д.4а,1,37.711815,55.749349,5.93657362708
Кабельная 1-я ул.,д.12,1,37.711815,55.749349,5.93657362708
Кабельная 2-я ул.,д.12,1,37.718453,55.748873,6.35422055128
Кабельный 2-й пр.,д.3,1,37.715848,55.744931,6.23183417382
Кавказ  ул.,д.1,1,,,
Кавказ  ул.,д.12,1,,,
Кавказ  ул.,д.18,1,,,
Кадашевская  наб.,д.6,6,37.617186,55.742833,1.02035092178
Кадашевская  наб.,д.16,6,37.619917,55.744039,0.903969942581
Кадашевская  наб.,д.32,2,37.623322,55.744814,0.890628586403
Кадашевский 1-й пер.,д.12,1,37.621381,55.742676,1.07229691377
Кадашевский 2-й пер.,д.7,3,37.622396,55.743259,1.02848974858
Кадашевский 3-й пер.,д.3,1,37.624238,55.742164,1.18309338964
Кадашевский 3-й пер.,д.5,2,37.623582,55.741946,1.19088830232
Казаковский  пер.,д.4,1,,,
Казанский  туп.,д.7,1,37.615192,55.732286,2.19624231513
Казарменный  пер.,д.6,3,37.650316,55.756513,2.13983818771
Казарменный  пер.,д.8,7,37.650172,55.755378,2.1050263824
Казарменный  пер.,д.8а,1,37.650172,55.755378,2.1050263824
Казачий 2-й пер.,д.9,1,37.621893,55.733351,2.09653249068
Казачий 2-й пер.,д.11,1,37.621821,55.733097,2.12384973893
Казенный Б. пер.,д.8,2,37.655903,55.760054,2.58933229478
Казенный Б. пер.,д.10,2,37.656317,55.760109,2.61575500241
Казенный М. пер.,д.5а,1,37.655230,55.761507,2.6108849339
Казенный М. пер.,д.8,2,37.653927,55.760464,2.49051150939
Казенный М. пер.,д.16,4,37.655373,55.761178,2.60454271837
Каковинский Б. пер.,д.3,2,37.584694,55.750520,2.03274998801
Каковинский Б. пер.,д.4,2,37.585341,55.750165,1.99607559249
Каковинский Б. пер.,д.5,1,37.584469,55.750819,2.04435514872
Каковинский М. пер.,д.3,1,37.584694,55.750520,2.03274998801
Каковинский М. пер.,д.6,1,37.585179,55.750499,2.00269648858
Каланчевская  пл.,д.5,1,37.650028,55.769565,2.83951508643
Каланчевская  ул.,д.1,1,37.650028,55.769565,2.83951508643
Каланчевская  ул.,д.2а,1,37.652409,55.770056,2.98587613135
Каланчевская  ул.,д.5,1,37.650028,55.769565,2.83951508643
Каланчевская  ул.,д.6,2,37.652005,55.770821,3.02537128957
Каланчевская  ул.,д.7,1,37.651178,55.770735,2.98152149949
Каланчевская  ул.,д.11,1,37.651178,55.770735,2.98152149949
Каланчевская  ул.,д.15,1,37.651592,55.771530,3.06211415268
Каланчевская  ул.,д.21,2,37.651619,55.774021,3.26538508064
Каланчевская  ул.,д.28,2,37.646345,55.779044,3.52008083737
Каланчевская  ул.,д.29,1,37.650532,55.775332,3.33288302232
Калашный  пер.,д.2,11,37.602517,55.753919,0.935049375036
Калашный  пер.,д.4,3,37.602319,55.754142,0.952984062229
Калашный  пер.,д.10,1,37.601457,55.755540,1.05286851979
Калашный  пер.,д.35,1,,,
Калитниковская  ул.,д.21,1,37.684919,55.736154,4.5981729529
Калитниковская  ул.,д.30,1,37.700469,55.732190,5.66641982637
Калитниковская Б. ул.,д.11,1,,,
Калитниковская Б. ул.,д.19,1,37.687120,55.736138,4.7263666467
Калитниковская Б. ул.,д.22,1,37.680221,55.737142,4.2844415137
Калитниковская Б. ул.,д.33,1,37.687120,55.736138,4.7263666467
Калитниковская М. ул.,д.12,1,37.682467,55.734542,4.53079131388
Калитниковская М. ул.,д.18,2,37.683212,55.734151,4.59161725875
Калитниковская Ср. ул.,д.25,1,37.687578,55.735591,4.77591812923
Калитниковская Ср. ул.,д.27,1,37.687578,55.735591,4.77591812923
Калошин  пер.,д.3,1,37.591997,55.748265,1.62331813092
Калошин  пер.,д.4,1,37.592536,55.747885,1.60232328914
Калошин  пер.,д.10,1,37.592303,55.748827,1.58974022434
Калужская  пл.,д.1,1,37.612632,55.727922,2.69271460939
Калужская Б. ул.,д.4,2,37.612632,55.727922,2.69271460939
Калужская Б. ул.,д.6,1,37.612632,55.727922,2.69271460939
Калужская Б. ул.,д.10,2,37.612632,55.727922,2.69271460939
Калужская Б. ул.,д.12,1,37.595447,55.716747,4.14804921142
Калужская Б. ул.,д.13,1,37.599346,55.718030,3.93784131014
Калужская Б. ул.,д.14,2,37.595447,55.716747,4.14804921142
Калужская Б. ул.,д.16,1,37.595447,55.716747,4.14804921142
Калужская Б. ул.,д.17,1,37.597603,55.717538,4.02207255618
Калужская Б. ул.,д.22,1,37.595447,55.716747,4.14804921142
Калужская Б. ул.,д.24,1,37.540488,55.657134,11.5894851498
Калужская Б. ул.,д.32,2,37.540488,55.657134,11.5894851498
Калужская Б. ул.,д.49,1,37.540488,55.657134,11.5894851498
Калужская Б. ул.,д.53б,1,37.540488,55.657134,11.5894851498
Калужская Б. ул.,д.59,1,37.540488,55.657134,11.5894851498
Калужский М. пер.,д.4,1,37.601879,55.719450,3.74320418197
Калужское  ш.,д.14,1,,,
Калужское  ш.,д.24,1,,,
Калужское  ш.,д.58,1,,,
Калужское  ш.,д.71,1,,,
Калужское  ш.,д.71а,1,,,
Каменщики Б. ул.,д.4,2,37.653379,55.737983,2.75629610722
Каменщики Б. ул.,д.14,1,37.656047,55.735241,3.07058201588
Каменщики Б. ул.,д.17,2,37.656335,55.736442,3.00606221106
Каменщики М. ул.,д.3,1,37.652122,55.737750,2.70689485994
Каменщики М. ул.,д.5,1,37.652149,55.737147,2.74807006965
Каменщики М. ул.,д.11,1,37.653002,55.736823,2.81240147721
Каменщики М. ул.,д.12,1,37.653002,55.736823,2.81240147721
Каменщики М. ул.,д.16,2,37.653433,55.735849,2.89987858498
Каменщики М. ул.,д.17,1,37.653433,55.735849,2.89987858498
Камергерский  пер.,д.1,2,37.612173,55.759643,0.902450992383
Камергерский  пер.,д.2,9,37.613063,55.759491,0.868901597598
Камергерский  пер.,д.4,2,37.613404,55.759719,0.887454434744
Камергерский  пер.,д.5,5,37.614491,55.760469,0.954439045356
Камергерский  пер.,д.6,1,37.614895,55.760256,0.927058873854
Капельский  пер.,д.6,3,37.631802,55.783838,3.65724168702
Капельский  пер.,д.8,2,37.631802,55.783838,3.65724168702
Капельский  пер.,д.9,1,37.631299,55.784460,3.71655121929
Капельский  пер.,д.13,27,37.633760,55.784405,3.75052013121
Каретный Ряд  ул.,д.1,1,37.609299,55.770811,2.14645698121
Каретный Ряд  ул.,д.2,1,37.611275,55.771185,2.16286586002
Каретный  пер.,д.14,1,37.615830,55.770598,2.06845544912
Каретный Б. пер.,д.13,1,37.615443,55.771596,2.18034937625
Каретный Б. пер.,д.17,10,37.615785,55.772168,2.24301740171
Каретный Б. пер.,д.19,1,37.615848,55.772583,2.28899935708
Каретный Б. пер.,д.21,1,37.615821,55.772841,2.31772814544
Каретный Б. пер.,д.24,1,37.616279,55.772710,2.30237670444
Каретный М. пер.,д.2,1,37.612084,55.770755,2.10766226457
Каретный М. пер.,д.6,1,37.613036,55.771079,2.13544582765
Каретный М. пер.,д.16,1,37.616117,55.771150,2.12921526764
Каретный Ср. пер.,д.1,3,37.611967,55.770406,2.07040649455
Каретный Ср. пер.,д.3,1,37.612515,55.770578,2.08434288315
Каретный Ср. пер.,д.4,1,37.615354,55.770547,2.06412210829
Каретный Ср. пер.,д.5,4,37.613629,55.770745,2.09443487227
Каретный Ср. пер.,д.6,1,37.615830,55.770598,2.06845544912
Карманицкий  пер.,д.2,3,37.587030,55.749739,1.89670063496
Карманицкий  пер.,д.3,8,37.586437,55.749096,1.94412888947
Карманицкий  пер.,д.5,2,37.585080,55.748751,2.03440124542
Карманицкий  пер.,д.8,3,37.585592,55.749380,1.99140222458
Касаткина  ул.,д.2,2,37.653155,55.825795,8.50915266373
Касаткина  ул.,д.24,1,37.665821,55.822210,8.37998508129
Кашенкин Луг  ул.,д.7,1,37.596839,55.824020,8.106531147
Каширское  ш.,"дом завода ""А""",1,37.628631,55.674362,8.66427522462
Квесисская 1-я ул.,д.4,2,37.581236,55.794138,5.19302797838
Квесисская 1-я ул.,д.41,1,,,
Квесисская 2-я ул.,д.6,1,37.578469,55.795504,5.40547355384
Квесисская 2-я ул.,д.13,1,37.580391,55.794730,5.27524540194
Кетчерский  пр.,д.16б,1,,,
Киевского Вокзала  пл.,д.13,1,,,
Кирпичная  ул.,д.15,1,37.724912,55.777965,7.33778145251
Кирпичный 1-й пер.,д.4,1,37.732135,55.778669,7.78465883823
Кирпичный 1-й пер.,д.13,1,37.734084,55.776816,7.82268409719
Кирпичный 1-й пер.,д.26,1,37.733940,55.774527,7.72828137803
Кисельный Б. пер.,д.5,4,37.625343,55.764977,1.53208674871
Кисельный Б. пер.,д.8,7,37.627508,55.764247,1.50943294997
Кисельный Б. пер.,д.15,2,37.629161,55.764921,1.6228884104
Кисельный Нижн. пер.,д.5,1,37.622836,55.765220,1.51266143204
Кисельный Нижн. пер.,д.7,2,37.622675,55.765174,1.50531565993
Кисловский Б. пер.,д.1,2,37.605247,55.753185,0.751252182345
Кисловский Б. пер.,д.4,2,37.606864,55.753803,0.669024345446
Кисловский Б. пер.,д.5,4,37.605751,55.754780,0.772353152063
Кисловский Б. пер.,д.8,3,37.607116,55.754887,0.700221137244
Кисловский Б. пер.,д.12,1,37.606846,55.755267,0.735163997993
Кисловский М. пер.,д.1,1,37.602732,55.754228,0.930464712695
Кисловский М. пер.,д.6,1,37.603478,55.754735,0.902868660533
Кисловский М. пер.,д.7,2,37.602292,55.755951,1.02329883243
Кисловский М. пер.,д.9,1,37.601627,55.756189,1.0722507684
Кисловский Нижн. пер.,д.2,1,37.605912,55.754198,0.73937505512
Кисловский Нижн. пер.,д.5,3,37.604008,55.754031,0.847669400807
Кисловский Нижн. пер.,д.8,1,37.603981,55.754284,0.857172937378
Кисловский Нижн. пер.,д.9,1,37.604008,55.754031,0.847669400807
Кисловский Ср. пер.,д.3,4,37.604493,55.755495,0.877230757627
Кисловский Ср. пер.,д.5,1,37.603909,55.755728,0.921486748042
Китайский  пр.,д.3,2,,,
Кладбищенский  пер.,д.6,1,,,
Климашкина  ул.,д.6,1,37.577454,55.767580,3.02339087758
Климашкина  ул.,д.9,1,37.573079,55.767514,3.24766547544
Климашкина  ул.,д.10,1,37.575028,55.768380,3.19877164174
Климашкина  ул.,д.28,7,37.566027,55.768400,3.67693188689
Климашкина  ул.,д.29,1,37.566638,55.767676,3.60421258753
Климентовский  пер.,д.1,1,37.631173,55.740608,1.54478291328
Климентовский  пер.,д.4,2,37.631703,55.741191,1.51189971893
Климентовский  пер.,д.6,8,37.630050,55.741546,1.4190209837
Климентовский  пер.,д.13,1,37.626259,55.740700,1.3828013397
Княжнина  ул.,д.16,1,37.705661,55.766734,5.77962505444
Кобыльский 2-й пер.,д.5,1,,,
Кожевническая  ул.,д.5,1,37.643956,55.730213,2.95065222195
Кожевническая  ул.,д.7,1,37.645339,55.730177,3.00410676604
Кожевническая  ул.,д.8,1,37.643659,55.728702,3.08007473844
Кожевническая  ул.,д.17,4,37.649930,55.729316,3.25551761862
Кожевническая  ул.,д.18,1,37.648951,55.728550,3.28439169595
Кожевническая  ул.,д.21,1,37.651089,55.728423,3.37834350796
Кожевнический 1-й пер.,д.4,1,37.646040,55.727607,3.26362360736
Кожевнический 1-й пер.,д.10,1,37.647917,55.725853,3.49110596685
Кожевнический 4-й пер.,д.2,1,37.648762,55.725204,3.58049660449
Кожуховская 1-я ул.,д.24,1,37.678200,55.710149,6.02621075152
Кожуховская 2-я ул.,д.19,1,37.679367,55.711605,5.94965262789
Кожуховская 4-я ул.,д.2,1,37.669243,55.708785,5.81137102674
Кожуховская 4-я ул.,д.19,1,37.679367,55.711605,5.94965262789
Кожуховский  пер.,д.15,1,37.882279,55.703926,17.4459491623
Козихинский Б. пер.,д.1,1,37.598636,55.761578,1.56919624087
Козихинский Б. пер.,д.5,1,37.597297,55.762171,1.67550019313
Козихинский Б. пер.,д.6,1,37.598223,55.762292,1.64252360466
Козихинский Б. пер.,д.7,1,37.597073,55.762728,1.72799275971
Козихинский Б. пер.,д.8,1,37.597827,55.762571,1.68191256028
Козихинский Б. пер.,д.9,1,37.596363,55.762910,1.77418640663
Козихинский Б. пер.,д.10,1,37.597396,55.762870,1.72443616799
Козихинский Б. пер.,д.11,3,37.596363,55.762910,1.77418640663
Козихинский Б. пер.,д.15,2,37.595438,55.763564,1.86617405235
Козихинский Б. пер.,д.16,1,37.595851,55.763989,1.88068594799
Козихинский Б. пер.,д.19,6,37.594674,55.763918,1.92794383153
Козихинский Б. пер.,д.22,1,37.595204,55.764642,1.96081474428
Козихинский Б. пер.,д.23,1,37.594593,55.764506,1.97701870763
Козихинский Б. пер.,д.27,2,37.594261,55.764997,2.03030756485
Козихинский Б. пер.,д.29,1,37.594261,55.764997,2.03030756485
Козихинский Б. пер.,д.30,1,37.594198,55.765590,2.08042979469
Козихинский М. пер.,д.3,1,37.594126,55.764303,1.98227734113
Козихинский М. пер.,д.4,7,37.594360,55.763878,1.93924040701
Козихинский М. пер.,д.7,1,37.595959,55.764551,1.92079552337
Козихинский М. пер.,д.9,1,37.596713,55.765341,1.95442049607
Козихинский М. пер.,д.12,2,37.596767,55.764389,1.87311310214
Козихинский М. пер.,д.13,1,37.597181,55.764936,1.90119783345
Козихинский М. пер.,д.16,1,37.597720,55.764683,1.85787182043
Козицкий  пер.,д.1а,3,37.608032,55.764470,1.49652708467
Козицкий  пер.,д.3,1,37.608778,55.764749,1.50861568996
Козицкий  пер.,д.5,2,37.609416,55.764997,1.52150893023
Козловский Б. пер.,д.5,1,37.646911,55.767524,2.5420958715
Козловский Б. пер.,д.7,2,37.647280,55.767342,2.54550440315
Козловский Б. пер.,д.10,1,37.647378,55.766172,2.46499911594
Козловский Б. пер.,д.11,4,37.647837,55.766435,2.50577412194
Козловский М. пер.,д.20,1,37.648825,55.764222,2.40666599763
Колобовский 1-й пер.,д.6,1,37.614931,55.768897,1.8826179305
Колобовский 1-й пер.,д.7,1,37.615803,55.769124,1.90474871718
Колобовский 1-й пер.,д.8,4,37.615668,55.768785,1.86746428919
Колобовский 1-й пер.,д.13,1,37.617096,55.769048,1.89465110814
Колобовский 1-й пер.,д.14,1,37.618174,55.768471,1.83179594059
Колобовский 1-й пер.,д.16,1,37.618677,55.768370,1.82203974443
Колобовский 1-й пер.,д.17,1,37.618318,55.768704,1.85804324162
Колобовский 1-й пер.,д.23,1,37.619764,55.768815,1.87633314439
Колобовский 1-й пер.,д.25,1,37.619764,55.768815,1.87633314439
Колобовский 2-й пер.,д.2,3,37.613701,55.769094,1.91141557402
Колобовский 2-й пер.,д.12,2,37.616431,55.769266,1.91930595885
Колобовский 3-й пер.,д.4,1,37.617635,55.768238,1.80492987634
Колодезная  ул.,д.2,2,37.695843,55.795438,6.89876980184
Колодезная  ул.,д.5,2,37.695843,55.795438,6.89876980184
Колодезная  ул.,д.7,11,37.696768,55.796435,7.01774834345
Колодезная  ул.,д.14,1,37.696768,55.796435,7.01774834345
Колодезная  ул.,д.22,1,,,
Колодезная  ул.,д.24,1,,,
Колодезный  пер.,д.2,3,37.694315,55.798257,7.05581331457
Колодезный  пер.,д.7,2,37.699517,55.796623,7.15535930051
Колодезный  пер.,д.14,1,37.699301,55.795641,7.07030668962
Колокольников  пер.,д.8,2,37.625675,55.767762,1.83254030935
Колокольников  пер.,д.9,2,37.627068,55.767980,1.88285951919
Колокольников  пер.,д.10,1,37.626223,55.767737,1.8402635748
Колокольников  пер.,д.11,1,37.627481,55.768142,1.90852307833
Колокольников  пер.,д.13,2,37.627858,55.768031,1.90515551122
Колокольников  пер.,д.14,1,37.626789,55.767732,1.851065121
Колокольников  пер.,д.17,1,37.629035,55.768107,1.94026712288
Колокольников  пер.,д.19,2,37.629664,55.768137,1.95884204761
Колокольников  пер.,д.24,5,37.629987,55.767884,1.94144602368
Колпачный  пер.,д.4,2,37.642896,55.758428,1.76666876236
Колпачный  пер.,д.6,3,37.641261,55.757815,1.64569031397
Колпачный  пер.,д.7,1,37.642537,55.757171,1.69384430902
Колпачный  пер.,д.8,1,37.641593,55.756954,1.63009924652
Колхозная Б. пл.,д.14,5,37.864717,55.652324,19.0694558262
Колхозная Б. пл.,д.16,5,37.864717,55.652324,19.0694558262
Колхозная М. пл.,д.6,1,37.878551,55.648677,20.0118864191
Колхозная М. пл.,д.8,2,37.878551,55.648677,20.0118864191
Колхозная М. пл.,д.10,1,37.878551,55.648677,20.0118864191
Колымажный  пер.,д.4,1,37.606451,55.747495,0.83275709868
Колымажный  пер.,д.5,1,37.602957,55.747733,1.00300518551
Колымажный  пер.,д.6,1,37.606451,55.747495,0.83275709868
Колымажный  пер.,д.7,3,37.602085,55.748559,1.01314455156
Колымажный  пер.,д.10,1,37.605310,55.747996,0.86061133237
Колымажный  пер.,д.11,1,37.601286,55.748635,1.05656143512
Коммунистическая Б. ул.,д.6,1,37.658059,55.742331,2.78195593622
Коммунистическая Б. ул.,д.11,5,37.658284,55.743365,2.75269137126
Коммунистическая Б. ул.,д.13,2,37.658688,55.743000,2.79071997638
Коммунистическая Б. ул.,д.14,2,37.659928,55.742975,2.86426335998
Коммунистическая Б. ул.,д.19,1,37.662371,55.744044,2.97030478816
Коммунистическая Б. ул.,д.23б,1,37.663440,55.744434,3.0218421406
Коммунистическая Б. ул.,д.24,15,37.662632,55.743740,2.99611130902
Коммунистическая Б. ул.,д.27,11,37.664635,55.745316,3.06845328134
Коммунистическая Б. ул.,д.34,1,37.665668,55.744855,3.14380606366
Коммунистическая М. ул.,д.11,2,37.444611,55.891214,18.858642522
Коммунистическая М. ул.,д.20,1,37.742959,55.890381,17.279424682
Композиторская  ул.,д.5,1,37.587506,55.751472,1.85096449555
Комсомольская  пл.,д.2,5,37.656308,55.774411,3.49728468541
Комсомольская  пл.,д.3,2,37.655023,55.776755,3.63440322185
Комсомольская  пл.,Северный вокзал,3,,,
Комсомольский  просп.,д.14,1,37.589123,55.731049,2.91407856226
Комсомольский  просп.,д.15,3,37.588108,55.729823,3.06142176048
Комсомольский  просп.,д.27,5,37.580993,55.725681,3.69736354061
Кондратьевский Б. пер.,д.1,1,37.581972,55.772907,3.19702120851
Кондратьевский Б. пер.,д.16,1,37.580652,55.774097,3.35003386994
Кондратьевский Б. пер.,д.24,1,37.580652,55.774097,3.35003386994
Кондратьевский М. пер.,д.10,1,37.578298,55.771889,3.28177156327
Кондратьевский Ср. пер.,д.18,1,37.578298,55.771889,3.28177156327
Кондрашевский  туп.,д.3,1,37.688000,55.768886,4.81823290104
Конный  пер.,д.12,1,37.611877,55.721437,3.41495454069
Константина Симонова  ул.,д.2,2,37.540784,55.797579,6.9597482088
Константина Симонова  ул.,д.12,1,37.543156,55.799618,7.02798551329
Конюшковская  ул.,д.28,4,37.578873,55.759041,2.51466459831
Конюшковская  ул.,д.33,1,37.578343,55.759957,2.57927895344
Конюшковский Б. пер.,д.6,2,,,
Конюшковский Б. пер.,д.8,1,,,
Конюшковский Б. пер.,д.12,1,,,
Конюшковский Б. пер.,д.13,1,,,
Конюшковский Б. пер.,д.18,1,37.579583,55.759309,2.48205697254
Конюшковский Б. пер.,д.27,1,37.579583,55.759309,2.48205697254
Конюшковский Б. пер.,д.27а,2,37.579583,55.759309,2.48205697254
Кооперативная  ул.,д.2,2,37.567051,55.724784,4.35525935053
Кооперативная  ул.,д.3,2,37.569072,55.725311,4.22380731258
Коптевская  ул.,д.10,1,37.518030,55.828192,10.4926817894
Коптевская  ул.,д.5,1,,,
Коптевская  ул.,д.29,1,,,
Коптевская  ул.,общежитие 5,1,,,
Коптевские Выселки,д.11,1,,,
Коптевские Выселки,д.40,2,,,
Коптевский  пер.,д.13,1,37.523815,55.830953,10.5376456173
Коптевский 3-й пр.,д.4,1,37.529951,55.831201,10.353810697
Коптевский Б. пр.,д.9,1,37.537029,55.810971,8.24828374807
Коптевский Б. пр.,д.15,1,37.537029,55.810971,8.24828374807
Коптевский Б. пр.,д.15а,1,37.537029,55.810971,8.24828374807
Коптевский М. пр.,д.1,2,37.531873,55.809828,8.34960037368
Коптельский 1-й пер.,д.9,28,37.638090,55.775373,2.91183027248
Коптельский 1-й пер.,д.9а,1,37.638090,55.775373,2.91183027248
Коптельский 1-й пер.,д.11,1,37.638090,55.775373,2.91183027248
Коробейников  пер.,д.10,1,37.599004,55.738855,1.8487180817
Коробейников  пер.,д.12,1,37.599004,55.738855,1.8487180817
Коробейников  пер.,д.26,1,37.597738,55.739291,1.86110952831
Коровий Вал  ул.,д.5,1,37.619926,55.728844,2.58203130224
Коровий Вал  ул.,д.19,1,37.617788,55.728920,2.56777412067
Короленко  ул.,д.1,2,37.687821,55.799284,6.87112572484
Короленко  ул.,д.2,2,37.688970,55.797341,6.75497478508
Короленко  ул.,д.4,3,37.689590,55.796552,6.7159189094
Короленко  ул.,д.5,1,37.692896,55.796481,6.85155605685
Короленко  ул.,д.6а,1,37.691576,55.795626,6.72583527485
Короленко  ул.,д.7,7,37.693534,55.795590,6.80840296055
Короленко  ул.,д.12,1,37.689581,55.796147,6.68240980151
Косинская  ул.,д.59,1,37.856650,55.722112,15.3622087146
Косинская Б. ул.,д.8,1,37.858384,55.712898,15.7219896598
Космодамианская  наб.,д.12,2,37.638773,55.745595,1.53415825764
Космонавтов  ул.,д.5,1,37.652858,55.821750,8.07121154273
Космонавтов  ул.,д.8,2,37.649750,55.820794,7.91677283177
Космонавтов  ул.,д.9,1,37.657269,55.821927,8.17069825982
Космонавтов  ул.,д.15,1,37.660242,55.821735,8.20961297206
Косой  пер.,д.6,2,37.604780,55.774006,2.56393282258
Костомаровский  пер.,д.7,1,37.665345,55.751690,3.02122783833
Костянский  пер.,д.4,1,37.636123,55.767970,2.13798683402
Костянский  пер.,д.14,1,37.636778,55.769737,2.32515214736
Котельническая  наб.,д.17,10,37.643677,55.744743,1.85087770509
Котельническая  наб.,д.21,3,37.643677,55.744743,1.85087770509
Котельническая  наб.,д.25,4,37.645070,55.743036,2.01657302763
Котельническая  наб.,д.28,1,37.645070,55.743036,2.01657302763
Котельническая  наб.,д.321,1,,,
Котельнический 1-й пер.,д.4,1,37.645770,55.744485,1.98150327441
Котельнический 1-й пер.,д.9,2,37.646193,55.743644,2.04632601326
Котельнический 3-й пер.,д.7,1,37.646372,55.742331,2.12636859227
Котельнический 3-й пер.,д.13,2,37.646372,55.742331,2.12636859227
Котельнический 4-й пер.,д.3,1,37.647352,55.741667,2.21688849706
Котовский  пер.,д.8,1,,,
Кочновский  пр.,д.10,1,37.542626,55.806550,7.64535618818
Кочновский  пр.,д.21,2,,,
Кочновский  пр.,д.32,1,,,
Крапивенский  пер.,д.1а,2,37.616405,55.766962,1.66321665711
Крапивенский  пер.,д.4,4,37.617249,55.766795,1.64416675545
Красина  пер.,д.9,1,37.582763,55.767919,2.78147509373
Красина  пер.,д.20,1,37.582763,55.767919,2.78147509373
Красина  ул.,д.2,1,37.589410,55.766825,2.38931110554
Красина  ул.,д.7,6,37.587964,55.767220,2.48530234966
Красина  ул.,д.9,1,37.587623,55.767377,2.51281308419
Красина  ул.,д.14,3,37.588853,55.767519,2.46795519767
Красина  ул.,д.27,3,37.585179,55.768593,2.71685460986
Красная Горка  ул.,д.35,1,,,
Красная Горка  ул.,д.4,2,37.779080,55.912385,20.5031208804
Красная Горка  ул.,д.14,1,,,
Красная Горка  ул.,д.31,2,,,
Красная Горка  ул.,д.35,1,,,
Красная Пресня  ул.,д.3,1,37.568551,55.763077,3.27570353923
Красная Пресня  ул.,д.4,1,37.575944,55.761295,2.77264596931
Красная Пресня  ул.,д.6,1,37.574642,55.761462,2.85519287186
Красная Пресня  ул.,д.7,1,37.573411,55.760195,2.87939618088
Красная Пресня  ул.,д.9,5,37.573483,55.761041,2.90624698002
Красная Пресня  ул.,д.10,2,37.573815,55.761776,2.91617888449
Красная Пресня  ул.,д.12,1,37.573133,55.761669,2.95147736188
Красная Пресня  ул.,д.24,2,37.569863,55.762297,3.16745622413
Красная Пресня  ул.,д.28,1,37.568632,55.762252,3.2376378794
Красная Пресня  ул.,д.30,1,37.567536,55.762389,3.3071993737
Красная Пресня  ул.,д.36,4,37.566844,55.762556,3.35425024587
Красная Пресня  ул.,д.41,1,37.563332,55.762348,3.55341204332
Красная Пресня  ул.,д.42,1,37.564931,55.762885,3.47917706154
Красная Пресня  ул.,д.43,1,,,
Красная Пресня  ул.,д.44,4,37.564931,55.762885,3.47917706154
Красная Пресня  ул.,д.45,1,,,
Красная  пл.,д.9,2,37.623923,55.752739,0.436517987697
Красноармейская  ул.,д.4,1,37.549085,55.797493,6.60735209611
Красноармейская  ул.,д.11,1,37.545285,55.798834,6.87490848604
Красноармейская  ул.,д.12,5,37.545734,55.799386,6.90330949437
Красноармейская  ул.,д.18,2,37.544935,55.800711,7.04821786069
Красноармейская  ул.,д.18а,1,37.544935,55.800711,7.04821786069
Красноармейская  ул.,д.23,1,37.536410,55.802249,7.52677339897
