ADDRESS_ID,ADDRESS,APT_COUNT,PERS_COUNT,LINK
1,"Авиамоторная ул., д.1",1,1,http://mos.memo.ru/shot-1.htm#s1
2,"Авиамоторная ул., д.4",6,8,http://mos.memo.ru/shot-1.htm#s1
3,"Авиамоторная ул., д.4а",1,1,http://mos.memo.ru/shot-1.htm#s1
4,"Авиамоторная ул., д.20",1,1,http://mos.memo.ru/shot-1.htm#s1
5,"Авиамоторная ул., д.21",1,1,http://mos.memo.ru/shot-1.htm#s1
6,"Авиамоторная ул., д.23",1,1,http://mos.memo.ru/shot-1.htm#s1
7,"Авиамоторная ул., д.109а",1,1,http://mos.memo.ru/shot-1.htm#s1
8,"Авиамоторная ул., д.117",1,1,http://mos.memo.ru/shot-1.htm#s1
9,"Авиационная ул., д.37а",2,2,http://mos.memo.ru/shot-1.htm#s1
10,"Авиационная ул., д.45а",1,1,http://mos.memo.ru/shot-1.htm#s1
11,"Авиационная ул., д.64",1,1,http://mos.memo.ru/shot-1.htm#s1
12,"Авиационный пер., д.16",1,1,http://mos.memo.ru/shot-1.htm#s2
13,"Автозаводский 1-й пр., д.3",2,2,http://mos.memo.ru/shot-1.htm#s3
14,"Автозаводский 1-й пр., д.4",1,1,http://mos.memo.ru/shot-1.htm#s3
15,"Автозаводский 1-й пр., д.5",1,1,http://mos.memo.ru/shot-1.htm#s3
16,"Автозаводский 1-й пр., д.6",1,3,http://mos.memo.ru/shot-1.htm#s3
17,"Автозаводский 1-й пр., д.7",3,3,http://mos.memo.ru/shot-1.htm#s3
18,"Автозаводский 1-й пр., д.8",3,3,http://mos.memo.ru/shot-1.htm#s3
19,"Автозаводский 1-й пр., д.19",4,4,http://mos.memo.ru/shot-1.htm#s3
20,"Автозаводский 1-й пр., д.22",1,1,http://mos.memo.ru/shot-1.htm#s3
21,"Автозаводский 3-й пр., д.11",1,1,http://mos.memo.ru/shot-1.htm#s4
22,"Адриановский пер., д.6",1,1,http://mos.memo.ru/shot-1.htm#s5
23,"Академика Петровского ул., д.10",1,1,http://mos.memo.ru/shot-1.htm#s6
24,"Академика Петровского ул., д.16",2,2,http://mos.memo.ru/shot-1.htm#s6
25,"Академика Петровского ул., д.16а",26,30,http://mos.memo.ru/shot-1.htm#s6
26,"Академическая Б. ул., д.7",1,1,http://mos.memo.ru/shot-1.htm#s7
27,"Академическая Б. ул., д.13",1,1,http://mos.memo.ru/shot-1.htm#s7
28,"Александра Невского пер., д.4",1,1,http://mos.memo.ru/shot-1.htm#s8
29,"Александра Невского пер., д.5",1,1,http://mos.memo.ru/shot-1.htm#s8
30,"Александровская ул., д.8",1,1,http://mos.memo.ru/shot-1.htm#s9
31,"Александровский пер., д.7",3,3,http://mos.memo.ru/shot-1.htm#s10
32,"Александровский пер., д.11",1,1,http://mos.memo.ru/shot-1.htm#s10
33,"Александровский пер., д.27",1,1,http://mos.memo.ru/shot-1.htm#s10
34,"Алексеевская ул., д.1",1,1,http://mos.memo.ru/shot-1.htm#s11
35,"Алексеевская ул., д.6",1,1,http://mos.memo.ru/shot-1.htm#s11
36,"Алексеевская ул., д.8",1,1,http://mos.memo.ru/shot-1.htm#s11
37,"Алексеевская Б. ул., д.48",1,1,http://mos.memo.ru/shot-1.htm#s12
38,"Алексеевская Б. ул., Проектируемый пр. д.61а",1,1,http://mos.memo.ru/shot-1.htm#s12
39,"Алексеевский Студгородок, 1 чел.",1,1,http://mos.memo.ru/shot-1.htm#s13
40,"Алексеевский Студгородок, д.5",1,1,http://mos.memo.ru/shot-1.htm#s13
41,"Алексеевский Студгородок, д.18",1,1,http://mos.memo.ru/shot-1.htm#s13
42,"Алексеевский Студгородок, д.19",1,1,http://mos.memo.ru/shot-1.htm#s13
43,"Алексеевского Студгородка 4-й пр., д.6",4,4,http://mos.memo.ru/shot-1.htm#s14
44,"Алексеевского Студгородка 4-й пр., д.7",1,1,http://mos.memo.ru/shot-1.htm#s14
45,"Алексеевского Студгородка 4-й пр., д.9",1,1,http://mos.memo.ru/shot-1.htm#s14
46,"Алексеевского Студгородка 4-й пр., д.11",1,1,http://mos.memo.ru/shot-1.htm#s14
47,"Алексеевского Студгородка 6-й пр., д.1",1,1,http://mos.memo.ru/shot-1.htm#s15
48,"Алексеевского Студгородка 6-й пр., д.15",1,2,http://mos.memo.ru/shot-1.htm#s15
49,"Алексеевского Студгородка 7-й пр., д.4",2,4,http://mos.memo.ru/shot-1.htm#s16
50,"Алексеевского Студгородка 7-й пр., д.6",1,1,http://mos.memo.ru/shot-1.htm#s16
51,"Алымова ул., д.9",1,2,http://mos.memo.ru/shot-1.htm#s17
52,"Алымова ул., д.14",1,1,http://mos.memo.ru/shot-1.htm#s17
53,"Амбулаторный пер., д.48",1,1,http://mos.memo.ru/shot-1.htm#s18
54,"Амбулаторный пер., д.4",1,1,http://mos.memo.ru/shot-1.htm#s18
55,"Амбулаторный пер., д.3",2,2,http://mos.memo.ru/shot-1.htm#s18
56,"Амбулаторный пер., д.16а",1,1,http://mos.memo.ru/shot-1.htm#s18
57,"Амбулаторный пер., д.19",1,1,http://mos.memo.ru/shot-1.htm#s18
58,"Аминьевское ш., д.1",1,1,http://mos.memo.ru/shot-1.htm#s19
59,"Аминьевское ш., д.2",1,1,http://mos.memo.ru/shot-1.htm#s19
60,"Аминьевское ш., общежитие Промкомбината",1,1,http://mos.memo.ru/shot-1.htm#s19
61,"Ананьевский пер., д.2",1,1,http://mos.memo.ru/shot-1.htm#s20
62,"Ананьевский пер., д.4",12,14,http://mos.memo.ru/shot-1.htm#s20
63,"Ананьевский пер., д.5",29,31,http://mos.memo.ru/shot-1.htm#s20
64,"Ананьевский пер., д.7",5,5,http://mos.memo.ru/shot-1.htm#s20
65,"Ананьевский пер., д.16",2,2,http://mos.memo.ru/shot-1.htm#s20
66,"Анатолия Живова ул., д.6",1,1,http://mos.memo.ru/shot-1.htm#s21
67,"Анатолия Живова ул., д.8",9,9,http://mos.memo.ru/shot-1.htm#s21
68,"Анатолия Живова ул., д.10",5,5,http://mos.memo.ru/shot-1.htm#s21
69,"Андреево-Забелинская ул., д.9",1,1,http://mos.memo.ru/shot-2.htm#s1
70,"Андроньевская пл., д.5",1,1,http://mos.memo.ru/shot-2.htm#s2
71,"Андроньевская пл., д.7",1,1,http://mos.memo.ru/shot-2.htm#s2
72,"Андроньевская Б. ул., д.9",2,2,http://mos.memo.ru/shot-2.htm#s3
73,"Андроньевская Б. ул., д.18",1,1,http://mos.memo.ru/shot-2.htm#s3
74,"Андроньевская Б. ул., д.21",1,1,http://mos.memo.ru/shot-2.htm#s3
75,"Андроньевская Б. ул., д.22",1,1,http://mos.memo.ru/shot-2.htm#s3
76,"Андроньевская Б. ул., д.23",1,1,http://mos.memo.ru/shot-2.htm#s3
77,"Андроньевская Б. ул., д.24",1,1,http://mos.memo.ru/shot-2.htm#s3
78,"Андроньевская Б. ул., д.25",1,1,http://mos.memo.ru/shot-2.htm#s3
79,"Андроньевская Б. ул., д.33",1,1,http://mos.memo.ru/shot-2.htm#s3
80,"Андроньевская М. ул., д.12",1,1,http://mos.memo.ru/shot-2.htm#s4
81,"Андроньевская М. ул., д.31",2,2,http://mos.memo.ru/shot-2.htm#s4
82,"Анны Северьяновой ул., д.5",12,12,http://mos.memo.ru/shot-2.htm#s5
83,"Анны Северьяновой ул., д.8",1,1,http://mos.memo.ru/shot-2.htm#s5
84,"Анны Северьяновой ул., д.15",1,1,http://mos.memo.ru/shot-2.htm#s5
85,"Антроповский 1-й пер., д.5",1,1,http://mos.memo.ru/shot-2.htm#s6
86,"Аптекарский пер., д.3",4,4,http://mos.memo.ru/shot-2.htm#s7
87,"Аптекарский пер., д.5",1,1,http://mos.memo.ru/shot-2.htm#s7
88,"Аптекарский пер., д.17",1,1,http://mos.memo.ru/shot-2.htm#s7
89,"Аптекарский пер., д.18",1,1,http://mos.memo.ru/shot-2.htm#s7
90,"Арбат ул., д.4",3,3,http://mos.memo.ru/shot-2.htm#s8
91,"Арбат ул., д.6",2,2,http://mos.memo.ru/shot-2.htm#s8
92,"Арбат ул., д.7",1,1,http://mos.memo.ru/shot-2.htm#s8
93,"Арбат ул., д.9",2,2,http://mos.memo.ru/shot-2.htm#s8
94,"Арбат ул., д.12",1,2,http://mos.memo.ru/shot-2.htm#s8
95,"Арбат ул., д.14",3,3,http://mos.memo.ru/shot-2.htm#s8
96,"Арбат ул., д.15",2,2,http://mos.memo.ru/shot-2.htm#s8
97,"Арбат ул., д.17",3,3,http://mos.memo.ru/shot-2.htm#s8
98,"Арбат ул., д.20",5,5,http://mos.memo.ru/shot-2.htm#s8
99,"Арбат ул., д.23",5,5,http://mos.memo.ru/shot-2.htm#s8
100,"Арбат ул., д.25",1,1,http://mos.memo.ru/shot-2.htm#s8
101,"Арбат ул., д.27",2,4,http://mos.memo.ru/shot-2.htm#s8
102,"Арбат ул., д.28",2,2,http://mos.memo.ru/shot-2.htm#s8
103,"Арбат ул., д.29",1,1,http://mos.memo.ru/shot-2.htm#s8
104,"Арбат ул., д.30",7,7,http://mos.memo.ru/shot-2.htm#s8
105,"Арбат ул., д.32",1,1,http://mos.memo.ru/shot-2.htm#s8
106,"Арбат ул., д.35",12,12,http://mos.memo.ru/shot-2.htm#s8
107,"Арбат ул., д.36",2,4,http://mos.memo.ru/shot-2.htm#s8
108,"Арбат ул., д.38",2,2,http://mos.memo.ru/shot-2.htm#s8
109,"Арбат ул., д.40",2,3,http://mos.memo.ru/shot-2.htm#s8
110,"Арбат ул., д.43",2,2,http://mos.memo.ru/shot-2.htm#s8
111,"Арбат ул., д.44",4,4,http://mos.memo.ru/shot-2.htm#s8
112,"Арбат ул., д.45",5,6,http://mos.memo.ru/shot-2.htm#s8
113,"Арбат ул., д.48",2,3,http://mos.memo.ru/shot-2.htm#s8
114,"Арбат ул., д.49",1,1,http://mos.memo.ru/shot-2.htm#s8
115,"Арбат ул., д.51",19,20,http://mos.memo.ru/shot-2.htm#s8
116,"Арбат ул., д.52",1,1,http://mos.memo.ru/shot-2.htm#s8
117,"Арбат ул., д.54",3,3,http://mos.memo.ru/shot-2.htm#s8
118,"Арбат ул., д.55",2,2,http://mos.memo.ru/shot-2.htm#s8
119,"Арбат ул., д.57",2,2,http://mos.memo.ru/shot-2.htm#s8
120,"Арбат Нов. ул., д.3",5,5,http://mos.memo.ru/shot-2.htm#s9
121,"Арбат Нов. ул., д.4",1,1,http://mos.memo.ru/shot-2.htm#s9
122,"Арбат Нов. ул., д.6",1,1,http://mos.memo.ru/shot-2.htm#s9
123,"Арбат Нов. ул., д.10",1,1,http://mos.memo.ru/shot-2.htm#s9
124,"Арбат Нов. ул., д.11",1,1,http://mos.memo.ru/shot-2.htm#s9
125,"Арбатская пл., д.1",5,5,http://mos.memo.ru/shot-2.htm#s10
126,"Арбатская пл., д.2",1,1,http://mos.memo.ru/shot-2.htm#s10
127,"Арбатская пл., д.6",2,2,http://mos.memo.ru/shot-2.htm#s10
128,"Арбатская пл., д.16",1,2,http://mos.memo.ru/shot-2.htm#s10
129,"Армянский пер., д.1",3,3,http://mos.memo.ru/shot-2.htm#s11
130,"Армянский пер., д.2",1,1,http://mos.memo.ru/shot-2.htm#s11
131,"Армянский пер., д.3",1,1,http://mos.memo.ru/shot-2.htm#s11
132,"Армянский пер., д.4",1,1,http://mos.memo.ru/shot-2.htm#s11
133,"Армянский пер., д.5",1,1,http://mos.memo.ru/shot-2.htm#s11
134,"Армянский пер., д.7",3,3,http://mos.memo.ru/shot-2.htm#s11
135,"Армянский пер., д.9",10,10,http://mos.memo.ru/shot-2.htm#s11
136,"Армянский пер., д.13",2,2,http://mos.memo.ru/shot-2.htm#s11
137,"Архангельский пер., д.3",1,1,http://mos.memo.ru/shot-3.htm#s1
138,"Архангельский пер., д.7",1,1,http://mos.memo.ru/shot-3.htm#s1
139,"Архангельский пер., д.8",1,1,http://mos.memo.ru/shot-3.htm#s1
140,"Архангельский пер., д.9",5,8,http://mos.memo.ru/shot-3.htm#s1
141,"Архангельский пер., д.11",12,12,http://mos.memo.ru/shot-3.htm#s1
142,"Астрадамский пр., д.7а",1,1,http://mos.memo.ru/shot-3.htm#s2
143,"Астрадамский туп., д.11",1,1,http://mos.memo.ru/shot-3.htm#s3
144,"Астрадамский 1-й туп., д.1",1,1,http://mos.memo.ru/shot-3.htm#s4
145,"Астраханский пер., д.1",1,1,http://mos.memo.ru/shot-3.htm#s5
146,"Астраханский пер., д.5",1,1,http://mos.memo.ru/shot-3.htm#s5
147,"Астраханский пер., д.19",1,1,http://mos.memo.ru/shot-3.htm#s5
148,"Астраханский пер., д.24",1,1,http://mos.memo.ru/shot-3.htm#s5
149,"Афанасьевский Б. пер., д.1",1,1,http://mos.memo.ru/shot-3.htm#s6
150,"Афанасьевский Б. пер., д.3",2,2,http://mos.memo.ru/shot-3.htm#s6
151,"Афанасьевский Б. пер., д.4",1,1,http://mos.memo.ru/shot-3.htm#s6
152,"Афанасьевский Б. пер., д.5",6,6,http://mos.memo.ru/shot-3.htm#s6
153,"Афанасьевский Б. пер., д.7",1,1,http://mos.memo.ru/shot-3.htm#s6
154,"Афанасьевский Б. пер., д.9",2,2,http://mos.memo.ru/shot-3.htm#s6
155,"Афанасьевский Б. пер., д.12",2,3,http://mos.memo.ru/shot-3.htm#s6
156,"Афанасьевский Б. пер., д.13",1,1,http://mos.memo.ru/shot-3.htm#s6
157,"Афанасьевский Б. пер., д.15",1,1,http://mos.memo.ru/shot-3.htm#s6
158,"Афанасьевский Б. пер., д.17",4,4,http://mos.memo.ru/shot-3.htm#s6
159,"Афанасьевский Б. пер., д.17а",4,4,http://mos.memo.ru/shot-3.htm#s6
160,"Афанасьевский Б. пер., д.19",1,1,http://mos.memo.ru/shot-3.htm#s6
161,"Афанасьевский Б. пер., д.22",1,1,http://mos.memo.ru/shot-3.htm#s6
162,"Афанасьевский Б. пер., д.25",1,1,http://mos.memo.ru/shot-3.htm#s6
163,"Афанасьевский Б. пер., д.26",1,1,http://mos.memo.ru/shot-3.htm#s6
164,"Афанасьевский Б. пер., д.27",1,1,http://mos.memo.ru/shot-3.htm#s6
165,"Афанасьевский Б. пер., д.31",1,1,http://mos.memo.ru/shot-3.htm#s6
166,"Афанасьевский Б. пер., д.33",1,1,http://mos.memo.ru/shot-3.htm#s6
167,"Афанасьевский Б. пер., д.35",5,5,http://mos.memo.ru/shot-3.htm#s6
168,"Афанасьевский Б. пер., д.36",1,3,http://mos.memo.ru/shot-3.htm#s6
169,"Афанасьевский Б. пер., д.37",2,2,http://mos.memo.ru/shot-3.htm#s6
170,"Афанасьевский Б. пер., д.41",2,2,http://mos.memo.ru/shot-3.htm#s6
171,"Афанасьевский М. пер., д.1",6,6,http://mos.memo.ru/shot-3.htm#s7
172,"Аэропортовская 1-я ул., д.8",1,1,http://mos.memo.ru/shot-3.htm#s8
173,"Аэропортовская 1-я ул., д.20",1,1,http://mos.memo.ru/shot-3.htm#s8
174,"Бабаевская ул., д.1",1,1,http://mos.memo.ru/shot-4.htm#s1
175,"Бабьегородский пер., д.11",1,1,http://mos.memo.ru/shot-4.htm#s2
176,"Бабьегородский пер., д.21",1,1,http://mos.memo.ru/shot-4.htm#s2
177,"Бабьегородский 1-й пер., д.15",1,1,http://mos.memo.ru/shot-4.htm#s3
178,"Бабьегородский 2-й пер., д.12",1,1,http://mos.memo.ru/shot-4.htm#s4
179,"Бабьегородский 2-й пер., д.15",1,1,http://mos.memo.ru/shot-4.htm#s4
180,"Бакунинская ул., д.2",2,2,http://mos.memo.ru/shot-4.htm#s5
181,"Бакунинская ул., д.4",6,6,http://mos.memo.ru/shot-4.htm#s5
182,"Бакунинская ул., д.6",1,1,http://mos.memo.ru/shot-4.htm#s5
183,"Бакунинская ул., д.11",1,1,http://mos.memo.ru/shot-4.htm#s5
184,"Бакунинская ул., д.17",1,1,http://mos.memo.ru/shot-4.htm#s5
185,"Бакунинская ул., д.18",1,1,http://mos.memo.ru/shot-4.htm#s5
186,"Бакунинская ул., д.27",1,1,http://mos.memo.ru/shot-4.htm#s5
187,"Бакунинская ул., д.28",1,1,http://mos.memo.ru/shot-4.htm#s5
188,"Бакунинская ул., д.29",1,1,http://mos.memo.ru/shot-4.htm#s5
189,"Бакунинская ул., д.41",1,1,http://mos.memo.ru/shot-4.htm#s5
190,"Бакунинская ул., д.49",2,2,http://mos.memo.ru/shot-4.htm#s5
191,"Бакунинская ул., д.50",5,5,http://mos.memo.ru/shot-4.htm#s5
192,"Бакунинская ул., д.54",1,1,http://mos.memo.ru/shot-4.htm#s5
193,"Бакунинская ул., д.58",2,2,http://mos.memo.ru/shot-4.htm#s5
194,"Бакунинская ул., д.69",1,1,http://mos.memo.ru/shot-4.htm#s5
195,"Бакунинская ул., д.73",3,3,http://mos.memo.ru/shot-4.htm#s5
196,"Бакунинская ул., д.79",1,1,http://mos.memo.ru/shot-4.htm#s5
197,"Бакунинская ул., д.80",1,2,http://mos.memo.ru/shot-4.htm#s5
198,"Бакунинская ул., д.85",2,2,http://mos.memo.ru/shot-4.htm#s5
199,"Бакунинская ул., д.87",1,1,http://mos.memo.ru/shot-4.htm#s5
200,"Бакунинская ул., д.98а",1,1,http://mos.memo.ru/shot-4.htm#s5
201,"Балакиревский пер., д.1",2,2,http://mos.memo.ru/shot-4.htm#s6
202,"Балакиревский пер., д.7",1,1,http://mos.memo.ru/shot-4.htm#s6
203,"Балканский Б. пер., д.13",13,13,http://mos.memo.ru/shot-4.htm#s8
204,"Балканский Б. пер., д.19",1,1,http://mos.memo.ru/shot-4.htm#s8
205,"Балтийский пос., д.13",1,1,http://mos.memo.ru/shot-4.htm#s9
206,"Балчуг ул., д.1",9,11,http://mos.memo.ru/shot-4.htm#s10
207,"Балчуг ул., д.18",1,1,http://mos.memo.ru/shot-4.htm#s10
208,"Банковский пер., д.1",1,1,http://mos.memo.ru/shot-4.htm#s11
209,"Банный пер., д.3",3,3,http://mos.memo.ru/shot-4.htm#s12
210,"Банный пер., д.10",1,1,http://mos.memo.ru/shot-4.htm#s12
211,"Банный пер., д.14",1,1,http://mos.memo.ru/shot-4.htm#s12
212,"Баранова ул., д.11",1,1,http://mos.memo.ru/shot-4.htm#s13
213,"Барашевский пер., д.1",1,1,http://mos.memo.ru/shot-4.htm#s14
214,"Барашевский пер., д.8",1,1,http://mos.memo.ru/shot-4.htm#s14
215,"Барашевский пер., д.10",2,2,http://mos.memo.ru/shot-4.htm#s14
216,"Барашевский пер., д.12",2,2,http://mos.memo.ru/shot-4.htm#s14
217,"Баррикадная ул., д.8",3,3,http://mos.memo.ru/shot-4.htm#s15
218,"Баррикадная ул., д.17",1,1,http://mos.memo.ru/shot-4.htm#s15
219,"Баррикадная ул., д.19",6,6,http://mos.memo.ru/shot-4.htm#s15
220,"Барыковский пер., д.1",1,1,http://mos.memo.ru/shot-4.htm#s16
221,"Барыковский пер., д.5",2,2,http://mos.memo.ru/shot-4.htm#s16
222,"Барыковский пер., д.6",1,2,http://mos.memo.ru/shot-4.htm#s16
223,"Барыковский пер., д.7",1,1,http://mos.memo.ru/shot-4.htm#s16
224,"Барыковский пер., д.9",1,1,http://mos.memo.ru/shot-4.htm#s16
225,"Басманная Нов. ул., д.4",35,37,http://mos.memo.ru/shot-4.htm#s17
226,"Басманная Нов. ул., д.6",1,1,http://mos.memo.ru/shot-4.htm#s17
227,"Басманная Нов. ул., д.10",22,27,http://mos.memo.ru/shot-4.htm#s17
228,"Басманная Нов. ул., д.11",1,1,http://mos.memo.ru/shot-4.htm#s17
229,"Басманная Нов. ул., д.12",3,3,http://mos.memo.ru/shot-4.htm#s17
230,"Басманная Нов. ул., д.14",14,17,http://mos.memo.ru/shot-4.htm#s17
231,"Басманная Нов. ул., д.16",2,2,http://mos.memo.ru/shot-4.htm#s17
232,"Басманная Нов. ул., д.18",1,1,http://mos.memo.ru/shot-4.htm#s17
233,"Басманная Нов. ул., д.19",2,2,http://mos.memo.ru/shot-4.htm#s17
234,"Басманная Нов. ул., д.20",1,1,http://mos.memo.ru/shot-4.htm#s17
235,"Басманная Нов. ул., д.23",3,4,http://mos.memo.ru/shot-4.htm#s17
236,"Басманная Нов. ул., д.25",1,1,http://mos.memo.ru/shot-4.htm#s17
237,"Басманная Нов. ул., д.28",2,2,http://mos.memo.ru/shot-4.htm#s17
238,"Басманная Нов. ул., д.31",7,8,http://mos.memo.ru/shot-4.htm#s17
239,"Басманная Нов. ул., д.41",1,1,http://mos.memo.ru/shot-4.htm#s17
240,"Басманная Нов. ул., д.43",2,2,http://mos.memo.ru/shot-4.htm#s17
241,"Басманная Ст. ул., д.1",2,2,http://mos.memo.ru/shot-5.htm#s1
242,"Басманная Ст. ул., д.4",2,2,http://mos.memo.ru/shot-5.htm#s1
243,"Басманная Ст. ул., д.5",1,1,http://mos.memo.ru/shot-5.htm#s1
244,"Басманная Ст. ул., д.7",4,4,http://mos.memo.ru/shot-5.htm#s1
245,"Басманная Ст. ул., д.11",1,1,http://mos.memo.ru/shot-5.htm#s1
246,"Басманная Ст. ул., д.12",2,2,http://mos.memo.ru/shot-5.htm#s1
247,"Басманная Ст. ул., д.13",3,3,http://mos.memo.ru/shot-5.htm#s1
248,"Басманная Ст. ул., д.14",1,1,http://mos.memo.ru/shot-5.htm#s1
249,"Басманная Ст. ул., д.17",1,1,http://mos.memo.ru/shot-5.htm#s1
250,"Басманная Ст. ул., д.18",1,1,http://mos.memo.ru/shot-5.htm#s1
251,"Басманная Ст. ул., д.19",2,2,http://mos.memo.ru/shot-5.htm#s1
252,"Басманная Ст. ул., д.20",10,10,http://mos.memo.ru/shot-5.htm#s1
253,"Басманная Ст. ул., д.22",3,3,http://mos.memo.ru/shot-5.htm#s1
254,"Басманная Ст. ул., д.24",2,2,http://mos.memo.ru/shot-5.htm#s1
255,"Басманная Ст. ул., д.25",2,2,http://mos.memo.ru/shot-5.htm#s1
256,"Басманная Ст. ул., д.28",3,3,http://mos.memo.ru/shot-5.htm#s1
257,"Басманная Ст. ул., д.30",3,3,http://mos.memo.ru/shot-5.htm#s1
258,"Басманная Ст. ул., д.33",1,1,http://mos.memo.ru/shot-5.htm#s1
259,"Басманная Ст. ул., д.36",1,1,http://mos.memo.ru/shot-5.htm#s1
260,"Басманная Ст. ул., д.38",1,1,http://mos.memo.ru/shot-5.htm#s1
261,"Басманный туп., д.6а",2,2,http://mos.memo.ru/shot-5.htm#s2
262,"Басманный туп., д.10",11,12,http://mos.memo.ru/shot-5.htm#s2
263,"Басманный 1-й пер., д.4",2,2,http://mos.memo.ru/shot-5.htm#s3
264,"Басманный 1-й пер., д.5",5,5,http://mos.memo.ru/shot-5.htm#s3
265,"Басманный 1-й пер., д.6",1,1,http://mos.memo.ru/shot-5.htm#s3
266,"Басманный 1-й пер., д.12",2,3,http://mos.memo.ru/shot-5.htm#s3
267,"Бауманская пл., д.9",1,1,http://mos.memo.ru/shot-5.htm#s4
268,"Бауманская ул., д.1",1,1,http://mos.memo.ru/shot-5.htm#s5
269,"Бауманская ул., д.2",2,2,http://mos.memo.ru/shot-5.htm#s5
270,"Бауманская ул., д.4",1,1,http://mos.memo.ru/shot-5.htm#s5
271,"Бауманская ул., д.7а",1,1,http://mos.memo.ru/shot-5.htm#s5
272,"Бауманская ул., д.9",1,1,http://mos.memo.ru/shot-5.htm#s5
273,"Бауманская ул., д.10",1,1,http://mos.memo.ru/shot-5.htm#s5
274,"Бауманская ул., д.13",4,4,http://mos.memo.ru/shot-5.htm#s5
275,"Бауманская ул., д.14",1,1,http://mos.memo.ru/shot-5.htm#s5
276,"Бауманская ул., д.16",2,2,http://mos.memo.ru/shot-5.htm#s5
277,"Бауманская ул., д.17",1,1,http://mos.memo.ru/shot-5.htm#s5
278,"Бауманская ул., д.20",2,3,http://mos.memo.ru/shot-5.htm#s5
279,"Бауманская ул., д.24",1,1,http://mos.memo.ru/shot-5.htm#s5
280,"Бауманская ул., д.26",1,1,http://mos.memo.ru/shot-5.htm#s5
281,"Бауманская ул., д.27",1,1,http://mos.memo.ru/shot-5.htm#s5
282,"Бауманская ул., д.28",5,5,http://mos.memo.ru/shot-5.htm#s5
283,"Бауманская ул., д.30",1,1,http://mos.memo.ru/shot-5.htm#s5
284,"Бауманская ул., д.36",1,1,http://mos.memo.ru/shot-5.htm#s5
285,"Бауманская 2-я ул., д.1",5,5,http://mos.memo.ru/shot-5.htm#s6
286,"Бахрушина ул., д.2",2,2,http://mos.memo.ru/shot-5.htm#s7
287,"Бахрушина ул., д.13",1,1,http://mos.memo.ru/shot-5.htm#s7
288,"Бахрушина ул., д.29",1,1,http://mos.memo.ru/shot-5.htm#s7
289,"Башиловка Нов. ул., д.2",1,1,http://mos.memo.ru/shot-5.htm#s8
290,"Башиловка Нов. ул., д.4",1,1,http://mos.memo.ru/shot-5.htm#s8
291,"Башиловка Нов. ул., д.9",1,1,http://mos.memo.ru/shot-5.htm#s8
292,"Башиловка Нов. ул., д.26а",1,1,http://mos.memo.ru/shot-5.htm#s8
293,"Башиловская ул., д.2",1,1,http://mos.memo.ru/shot-5.htm#s9
294,"Башиловская ул., д.23а",1,1,http://mos.memo.ru/shot-5.htm#s9
295,"Башиловская ул., д.30",1,1,http://mos.memo.ru/shot-5.htm#s9
296,"Башиловская ул., д.37",1,1,http://mos.memo.ru/shot-5.htm#s9
297,"Бебеля 1-я ул., д.42",1,1,http://mos.memo.ru/shot-5.htm#s10
298,"Бебеля 2-я ул., д.18",1,1,http://mos.memo.ru/shot-5.htm#s11
299,"Бебеля 2-я ул., д.31",1,1,http://mos.memo.ru/shot-5.htm#s11
300,"Бебеля 3-я ул., д.6",1,1,http://mos.memo.ru/shot-5.htm#s12
301,"Бебеля 3-я ул., д.11",1,1,http://mos.memo.ru/shot-5.htm#s12
302,"Беговая ул., д.1",1,1,http://mos.memo.ru/shot-5.htm#s13
303,"Беговая ул., д.2",2,2,http://mos.memo.ru/shot-5.htm#s13
304,"Беговая ул., д.4",3,3,http://mos.memo.ru/shot-5.htm#s13
305,"Беговая ул., д.6",2,2,http://mos.memo.ru/shot-5.htm#s13
306,"Беговая ул., д.7",2,2,http://mos.memo.ru/shot-5.htm#s13
307,"Беговая ул., д.8",3,3,http://mos.memo.ru/shot-5.htm#s13
308,"Беговая ул., д.10",1,1,http://mos.memo.ru/shot-5.htm#s13
309,"Беговая ул., д.14",1,1,http://mos.memo.ru/shot-5.htm#s13
310,"Беговая ул., д.16",3,3,http://mos.memo.ru/shot-5.htm#s13
311,"Беговая ул., д.20",1,1,http://mos.memo.ru/shot-5.htm#s13
312,"Беговая ул., д.22",5,7,http://mos.memo.ru/shot-5.htm#s13
313,"Беговая ул., д.98",1,1,http://mos.memo.ru/shot-5.htm#s13
314,"Беговая ул., д.117",1,1,http://mos.memo.ru/shot-5.htm#s13
315,"Бережковская наб., д.3",2,2,http://mos.memo.ru/shot-5.htm#s14
316,"Бережковская наб., д.10",1,1,http://mos.memo.ru/shot-5.htm#s14
317,"Бережковская наб., д.12",1,1,http://mos.memo.ru/shot-5.htm#s14
318,"Бережковская наб., д.28",1,1,http://mos.memo.ru/shot-5.htm#s14
319,"Бережковская наб., д.38",1,2,http://mos.memo.ru/shot-5.htm#s14
320,"Бережковская наб., д.44",2,2,http://mos.memo.ru/shot-5.htm#s14
321,"Берсеневская наб., д.14",1,1,http://mos.memo.ru/shot-5.htm#s15
322,"Берсеневская наб., д.16",1,1,http://mos.memo.ru/shot-5.htm#s15
323,"Берсеневский пер., д.5",1,1,http://mos.memo.ru/shot-5.htm#s16
324,"Бескудниковская Ветка ул., д.1",1,1,http://mos.memo.ru/shot-5.htm#s17
325,"Библиотечная ул., д.5",1,1,http://mos.memo.ru/shot-5.htm#s18
